MES,FECHA VENTA,LÍNEA DE NEGOCIO,SUBCATEGORÍA 1,SUBCATEGORÍA 2,CANTIDAD,SUBTOTAL,TOTAL,COSTO 1,COSTO 2,COSTO 3,COSTO 4,COSTO 5,COSTO 6,COSTO 7,COSTO 8,COSTO 9,COSTO 10,COSTO 11,COSTO 12,COSTO 13,COSTO 14,COSTO 15,COSTO 16,COSTO 17,COSTO 18,COSTO 19,COSTO 20,COSTO 21,COSTO 22,COSTO 23,COSTO 24,COSTO 25,COSTO 26,COSTO 27,COSTO 28,COSTO 29,COSTO 30,COSTO 31,COSTO 32,COSTO 33,COSTO 34,COSTO 35,COSTO 36,COSTO 37,COSTO 38,COSTO 39,COSTO 40,COSTO 41,COSTO 42,COSTO 43,COSTO 44,COSTO 45,COSTO 46,COSTO 47,COSTO 48,COSTO 49,COSTO 50,COSTO TOTAL SIN IVA,COSTO TOTAL DEL SERVICIO,UTILIDAD BRUTA,MARGEN BRUTO,COL ESPECIAL 1,COL ESPECIAL 2,COL ESPECIAL 3,COL ESPECIAL 4,COL ESPECIAL 5,COL ESPECIAL 6
ENERO 2026,,SOK,Alimentos,TACOS DE BLACK COD,22,"$6,239.66","$7,238.01","$4,350.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,350.35","$5,046.40","$1,889.31",$0.30,ENTRADAS,,,,,
ENERO 2026,,SOK,Alimentos,SASHIMI MIXTO.,16,"$6,148.71","$7,132.50",$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,"$6,148.71",$1.00,*SASHIMI,,,,,
ENERO 2026,,SOK,Bebidas,COCA COLA ZERO,138,"$6,143.06","$7,125.95","$2,617.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,617.24","$3,036.00","$3,525.82",$0.57,BEBIDAS,,,,,
ENERO 2026,,SOK,Alimentos,ENSALADA ALGAS,43,"$6,116.38","$7,095.00",$940.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$940.06,"$1,090.47","$5,176.32",$0.85,ENSALADAS,,,,,
ENERO 2026,,SOK,Alimentos,NG SAWAGANI,44,"$6,116.38","$7,095.00","$4,367.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,367.93","$5,066.80","$1,748.45",$0.29,NIGIRI,,,,,
ENERO 2026,,SOK,Alimentos,NG HAMACHI,120,"$6,052.35","$7,020.73","$1,292.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,292.54","$1,499.34","$4,759.81",$0.79,NIGIRI,,,,,
ENERO 2026,,SOK,Alimentos,CEVICHE SOKO,36,"$6,051.72","$7,020.00","$3,554.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,554.05","$4,122.70","$2,497.67",$0.41,CRUDOS,,,,,
ENERO 2026,,SOK,Destilados,DON JULIO 70,32,"$5,958.19","$6,911.50","$2,147.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,147.03","$2,490.56","$3,811.16",$0.64,TEQUILA,,,,,
ENERO 2026,,SOK,Alimentos,SASHIMI SAN,19,"$5,831.03","$6,763.99","$1,676.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,676.26","$1,944.46","$4,154.77",$0.71,CRUDOS,,,,,
ENERO 2026,,SOK,Destilados,SAMURAI,30,"$5,750.00","$6,670.00","$1,483.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,483.12","$1,720.42","$4,266.88",$0.74,COC SOKO,,,,,
ENERO 2026,,SOK,Vinos,PACO Y LOLA,6,"$5,637.93","$6,540.00","$3,100.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,100.86","$3,597.00","$2,537.07",$0.45,VINO BCO,,,,,
ENERO 2026,,SOK,Bebidas,BOHEMIA OBSCURA,90,"$5,494.61","$6,373.75","$1,784.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,784.48","$2,070.00","$3,710.13",$0.68,CERVEZA,,,,,
ENERO 2026,,SOK,Alimentos,NG KING SALMON,69,"$5,405.17","$6,270.00","$1,387.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,387.51","$1,609.51","$4,017.66",$0.74,NIGIRI,,,,,
ENERO 2026,,SOK,Destilados,MAESTRO DOBEL DIAMANTE,30,"$5,394.83","$6,258.00","$1,479.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,479.31","$1,716.00","$3,915.52",$0.73,TEQUILA,,,,,
ENERO 2026,,SOK,Bebidas,HEINEKEN,71,"$5,213.79","$6,048.00","$1,836.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,836.21","$2,130.00","$3,377.58",$0.65,CERVEZA,,,,,
ENERO 2026,,SOK,Destilados,NAMI JUNMAI,4,"$5,172.41","$6,000.00","$2,613.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,613.79","$3,032.00","$2,558.62",$0.49,SAKE,,,,,
ENERO 2026,,SOK,Destilados,BACARDI BLANCO,49,"$5,140.09","$5,962.50",$666.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$666.40,$773.02,"$4,473.69",$0.87,RON,,,,,
ENERO 2026,,SOK,Alimentos,ATUN,11,"$5,120.69","$5,940.00","$1,456.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,456.58","$1,689.63","$3,664.11",$0.72,TEPPANYAKI,,,,,
ENERO 2026,,SOK,Vinos,SOKO TEMP CP,32,"$5,103.45","$5,920.00","$1,986.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,986.21","$2,304.00","$3,117.24",$0.61,VINOS CP,,,,,
ENERO 2026,,SOK,Bebidas,COCA COLA,141,"$4,992.67","$5,791.50","$2,674.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,674.14","$3,102.00","$2,318.53",$0.46,BEBIDAS,,,,,
ENERO 2026,,SOK,Bebidas,XX AMBAR,75,"$4,968.53","$5,763.49","$1,293.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,293.10","$1,500.00","$3,675.43",$0.74,CERVEZA,,,,,
ENERO 2026,,SOK,Destilados,JUNEBU,26,"$4,931.03","$5,719.99","$1,135.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,135.99","$1,317.74","$3,795.04",$0.77,COC SOKO,,,,,
ENERO 2026,,SOK,Bebidas,COCA COLA LIGHT,105,"$4,909.70","$5,695.25","$1,991.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,991.38","$2,310.00","$2,918.32",$0.59,BEBIDAS,,,,,
ENERO 2026,,SOK,Destilados,7 LEGUAS BCO,30,"$4,881.03","$5,661.99","$1,344.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,344.83","$1,560.00","$3,536.20",$0.72,TEQUILA,,,,,
ENERO 2026,,SOK,Alimentos,ENSALADA BETABEL,48,"$4,816.81","$5,587.50","$1,486.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,486.64","$1,724.50","$3,330.17",$0.69,ENSALADAS,,,,,
ENERO 2026,,SOK,Alimentos,IKA KARAGE,37,"$4,770.35","$5,533.61","$2,665.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,665.65","$3,092.16","$2,104.70",$0.44,ENTRADAS,,,,,
ENERO 2026,,SOK,Destilados,NEGRONI,32,"$4,763.79","$5,526.00","$1,707.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,707.70","$1,980.93","$3,056.09",$0.64,COC CLASICA,,,,,
ENERO 2026,,SOK,Alimentos,HELADO,53,"$4,734.05","$5,491.50","$1,543.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,543.16","$1,790.06","$3,190.89",$0.67,POSTRES,,,,,
ENERO 2026,,SOK,Alimentos,ELOTITIOS BABY,46,"$4,639.66","$5,382.01","$1,949.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,949.99","$2,261.98","$2,689.67",$0.58,ENTRADAS,,,,,
ENERO 2026,,SOK,Destilados,MEXCALITA SOKO,26,"$4,594.83","$5,330.00","$1,650.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,650.40","$1,914.46","$2,944.43",$0.64,COC SOKO,,,,,
ENERO 2026,,SOK,Alimentos,MAGURO TARTAR,21,"$4,446.84","$5,158.33","$1,758.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,758.11","$2,039.40","$2,688.73",$0.60,ENTRADAS,,,,,
ENERO 2026,,SOK,Alimentos,TACO CALLO,37,"$4,405.17","$5,110.00","$1,930.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,930.81","$2,239.74","$2,474.36",$0.56,NORI TACOS,,,,,
ENERO 2026,,SOK,Alimentos,YAKIMESHI MIXTO.,22,"$4,362.07","$5,060.00",$811.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$811.17,$940.96,"$3,550.90",$0.81,*SOPAS/YAMIKESHI/GYOZAS,,,,,
ENERO 2026,,SOK,Vinos,SAMAS VERMENTINO,5,"$4,267.24","$4,950.00","$1,778.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,778.23","$2,062.75","$2,489.01",$0.58,VINO BCO,,,,,
ENERO 2026,,SOK,Vinos,EMILIO MORO 375,7,"$4,044.83","$4,692.00","$2,383.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,383.62","$2,765.00","$1,661.21",$0.41,VINO 375,,,,,
ENERO 2026,,SOK,Destilados,CENTENARIO PLATA,37,"$3,987.07","$4,625.00",$781.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$781.78,$906.87,"$3,205.29",$0.80,TEQUILA,,,,,
ENERO 2026,,SOK,Destilados,ST GERMAIN SPRITZ,29,"$3,984.91","$4,622.50","$2,422.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,422.84","$2,810.49","$1,562.07",$0.39,COC PROMO,,,,,
ENERO 2026,,SOK,Vinos,SAMAS VERMENTINO CP,25,"$3,870.81","$4,490.14","$1,778.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,778.23","$2,062.75","$2,092.58",$0.54,VINOS CP,,,,,
ENERO 2026,,SOK,Destilados,MARGARITA,19,"$3,767.24","$4,370.00",$596.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$596.14,$691.52,"$3,171.10",$0.84,COC CLASICA,,,,,
ENERO 2026,,SOK,Destilados,SAKE CASA 120,38,"$3,747.41","$4,347.00",$593.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$593.59,$688.56,"$3,153.82",$0.84,SAKE,,,,,
ENERO 2026,,SOK,Alimentos,TACOS CAMARON,24,"$3,709.48","$4,303.00","$1,734.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,734.18","$2,011.65","$1,975.30",$0.53,MENU ESPECIAL,,,,,
ENERO 2026,,SOK,Destilados,TINTO VERANO SOKO,21,"$3,620.69","$4,200.00","$1,361.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,361.83","$1,579.73","$2,258.86",$0.62,COC CLASICA,,,,,
ENERO 2026,,SOK,Vinos,NAMA CHENIN BLANC CP,25,"$3,619.83","$4,199.00","$1,211.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,211.21","$1,405.00","$2,408.62",$0.67,VINOS CP,,,,,
ENERO 2026,,SOK,Vinos,ARENAL,3,"$3,594.83","$4,170.00","$1,527.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,527.00","$1,771.32","$2,067.83",$0.58,VINO TINTO,,,,,
ENERO 2026,,SOK,Vinos,ARDECHE 375,7,"$3,560.34","$4,129.99","$1,553.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,553.58","$1,802.15","$2,006.76",$0.56,VINO 375,,,,,
ENERO 2026,,SOK,Vinos,NAMA SANGIOVESE CP,22,"$3,554.31","$4,123.00","$1,403.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,403.45","$1,628.00","$2,150.86",$0.61,VINOS CP,,,,,
ENERO 2026,,SOK,Alimentos,NG HUACHINANGO,85,"$3,474.14","$4,030.00","$1,169.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,169.38","$1,356.48","$2,304.76",$0.66,NIGIRI,,,,,
ENERO 2026,,SOK,Alimentos,NG IKURA,41,"$3,448.71","$4,000.50","$1,829.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,829.71","$2,122.46","$1,619.00",$0.47,NIGIRI,,,,,
ENERO 2026,,SOK,Alimentos,NG CAMARÓN,101,"$3,378.88","$3,919.50","$1,110.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,110.61","$1,288.31","$2,268.27",$0.67,NIGIRI,,,,,
ENERO 2026,,SOK,Vinos,HITO ROSE CP,20,"$3,362.07","$3,900.00","$1,358.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,358.62","$1,576.00","$2,003.45",$0.60,VINOS CP,,,,,
ENERO 2026,,SOK,Destilados,TANQUERAY,22,"$3,318.97","$3,850.01",$765.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$765.60,$888.10,"$2,553.37",$0.77,GINEBRA,,,,,
ENERO 2026,,SOK,Alimentos,FRENCH,15,"$3,306.90","$3,836.00",$459.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$459.34,$532.84,"$2,847.56",$0.86,MENU ESPECIAL,,,,,
ENERO 2026,,SOK,Alimentos,TATAKI SALMON,19,"$3,304.74","$3,833.50",$958.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$958.50,"$1,111.86","$2,346.24",$0.71,CRUDOS,,,,,
ENERO 2026,,SOK,Destilados,DASSAI SAKE 39 JUNMAI DAIGINJO,2,"$3,258.62","$3,780.00","$1,331.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,331.00","$1,543.96","$1,927.62",$0.59,SAKE,,,,,
ENERO 2026,,SOK,Bebidas,MERO SU,43,"$3,181.03","$3,689.99",$340.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$340.01,$394.41,"$2,841.02",$0.89,MOCTELES,,,,,
ENERO 2026,,SOK,Alimentos,ENSALADA ESPARRAGO,24,"$3,084.05","$3,577.50","$1,066.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,066.91","$1,237.62","$2,017.14",$0.65,ENSALADAS,,,,,
ENERO 2026,,SOK,Bebidas,EVIAN NAT 750ml,36,"$3,077.94","$3,570.41","$1,920.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,920.96","$2,228.31","$1,156.98",$0.38,BEBIDAS,,,,,
ENERO 2026,,SOK,Destilados,TARO PUNCH,23,"$3,034.48","$3,520.00",$687.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$687.86,$797.92,"$2,346.62",$0.77,COC SOKO,,,,,
ENERO 2026,,SOK,Bebidas,SAPPORO,29,"$3,027.59","$3,512.00","$1,740.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,740.00","$2,018.40","$1,287.59",$0.43,CERVEZA,,,,,
ENERO 2026,,SOK,Alimentos,TRUFA NEGRA,36,"$2,913.79","$3,380.00","$2,016.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,016.00","$2,338.56",$897.79,$0.31,EXTRAS,,,,,
ENERO 2026,,SOK,Alimentos,GRAVLAX DE SALMÓN,14,"$2,896.55","$3,360.00",$871.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$871.63,"$1,011.09","$2,024.92",$0.70,ENTRADAS,,,,,
ENERO 2026,,SOK,Alimentos,BLACK COD MISO,8,"$2,896.55","$3,360.00","$1,735.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,735.69","$2,013.40","$1,160.86",$0.40,PLATOS FUERTES,,,,,
ENERO 2026,,SOK,Alimentos,HONGOS MIXTOS,22,"$2,844.83","$3,300.00","$1,117.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,117.30","$1,296.07","$1,727.53",$0.61,SIDES,,,,,
ENERO 2026,,SOK,Destilados,CARAJILLO BAILEYS,15,"$2,844.83","$3,300.00",$711.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$711.00,$824.76,"$2,133.83",$0.75,COC CLASICA,,,,,
ENERO 2026,,SOK,Bebidas,HEINEKEN 00,36,"$2,768.10","$3,211.00",$698.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$698.28,$810.00,"$2,069.82",$0.75,CERVEZA,,,,,
ENERO 2026,,SOK,Destilados,GREY GOOSE,15,"$2,715.52","$3,150.00",$696.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$696.00,$807.36,"$2,019.52",$0.74,VODKA,,,,,
ENERO 2026,,SOK,Alimentos,CALLO DE HACHA,8,"$2,689.66","$3,120.01","$1,392.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,392.00","$1,614.72","$1,297.66",$0.48,TEPPANYAKI,,,,,
ENERO 2026,,SOK,Alimentos,LOBSTER ROLL.,9,"$2,637.93","$3,060.00",$819.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$819.47,$950.58,"$1,818.46",$0.69,*MAKIS,,,,,
ENERO 2026,,SOK,Destilados,GLENFIDDICH 12,11,"$2,616.38","$3,035.00","$1,012.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,012.00","$1,173.92","$1,604.38",$0.61,WHISKY,,,,,
ENERO 2026,,SOK,Alimentos,SH HAMACHI,19,"$2,564.66","$2,975.01",$798.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$798.00,$925.68,"$1,766.66",$0.69,SASHIMI,,,,,
ENERO 2026,,SOK,Vinos,POLVORETE BCO,3,"$2,560.34","$2,969.99","$1,089.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,089.00","$1,263.24","$1,471.34",$0.57,VINO BCO,,,,,
ENERO 2026,,SOK,Alimentos,MIDORI HAMACHI.,9,"$2,560.34","$2,969.99",$621.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$621.35,$720.76,"$1,938.99",$0.76,*MAKIS,,,,,
ENERO 2026,,SOK,Destilados,MIO SPARK SHIRAKABEGURA,5,"$2,543.10","$2,950.00","$1,250.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,250.00","$1,450.00","$1,293.10",$0.51,SAKE,,,,,
ENERO 2026,,SOK,Destilados,SAKE NAMA 300 ML,5,"$2,543.10","$2,950.00","$1,077.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,077.59","$1,250.00","$1,465.51",$0.58,SAKE,,,,,
ENERO 2026,,SOK,Destilados,DRY MARTINI,14,"$2,475.12","$2,871.14",$590.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$590.05,$684.45,"$1,885.07",$0.76,COC CLASICA,,,,,
ENERO 2026,,SOK,Alimentos,NG PULPO,58,"$2,473.20","$2,868.91","$1,155.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,155.43","$1,340.29","$1,317.77",$0.53,NIGIRI,,,,,
ENERO 2026,,SOK,Destilados,PINKU PUNCH,15,"$2,456.90","$2,850.00",$211.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$211.68,$245.55,"$2,245.22",$0.91,COC SOKO,,,,,
ENERO 2026,,SOK,Destilados,W JINJA,17,"$2,403.45","$2,788.00",$190.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$190.32,$220.77,"$2,213.13",$0.92,COC SOKO,,,,,
ENERO 2026,,SOK,Vinos,NAMA BCO CP,16,"$2,392.24","$2,775.00","$1,152.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,152.03","$1,336.35","$1,240.21",$0.52,VINOS CP,,,,,
ENERO 2026,,SOK,Destilados,"HATTORI, JUNMAI SHU",5,"$2,370.69","$2,750.00","$1,250.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,250.00","$1,450.00","$1,120.69",$0.47,SAKE,,,,,
ENERO 2026,,SOK,Alimentos,SH SALMÓN,22,"$2,354.53","$2,731.25",$563.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$563.47,$653.63,"$1,791.06",$0.76,SASHIMI,,,,,
ENERO 2026,,SOK,Destilados,NAMI NIGORI 375,3,"$2,301.72","$2,670.00","$1,308.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,308.62","$1,518.00",$993.10,$0.43,SAKE,,,,,
ENERO 2026,,SOK,Destilados,"KIKUISUI, JUNMAI GINJO",4,"$2,275.86","$2,640.00","$1,200.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,200.00","$1,392.00","$1,075.86",$0.47,SAKE,,,,,
ENERO 2026,,SOK,Destilados,BOMBAY,16,"$2,254.53","$2,615.25",$531.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$531.20,$616.19,"$1,723.33",$0.76,GINEBRA,,,,,
ENERO 2026,,SOK,Alimentos,FOIE GRASS,46,"$2,252.59","$2,613.00",$483.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$483.00,$560.28,"$1,769.59",$0.79,EXTRAS,,,,,
ENERO 2026,,SOK,Café Inf,EXPRESSO DOBLE,39,"$2,250.86","$2,611.00",$663.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$663.00,$769.08,"$1,587.86",$0.71,CAFE INF,,,,,
ENERO 2026,,SOK,Alimentos,SH CHUTORO,10,"$2,241.38","$2,600.00",$529.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$529.66,$614.41,"$1,711.72",$0.76,SASHIMI,,,,,
ENERO 2026,,SOK,Alimentos,MAGURO KARAI.,11,"$2,228.45","$2,585.00",$277.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$277.29,$321.65,"$1,951.16",$0.88,*MAKIS,,,,,
ENERO 2026,,SOK,Alimentos,NG KAMATORO,13,"$2,209.05","$2,562.50",$3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$3.39,$3.93,"$2,205.66",$1.00,SUG NIGIRI,,,,,
ENERO 2026,,SOK,Destilados,BRUXO 2 ESPADIN,15,"$2,198.28","$2,550.00",$848.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$848.28,$984.00,"$1,350.00",$0.61,MEZCAL,,,,,
ENERO 2026,,SOK,Destilados,MOSCOW MULE,13,"$2,185.34","$2,534.99",$696.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$696.23,$807.62,"$1,489.11",$0.68,COC CLASICA,,,,,
ENERO 2026,,SOK,Alimentos,KUSHIAGUES.,14,"$2,172.41","$2,520.00",$190.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$190.51,$220.99,"$1,981.90",$0.91,*ENTRADAS,,,,,
ENERO 2026,,SOK,Alimentos,COLIFLOR MANTEQUILLA,28,"$2,172.41","$2,520.00",$683.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$683.28,$792.60,"$1,489.13",$0.69,SIDES,,,,,
ENERO 2026,,SOK,Alimentos,NG ROBALO,56,"$2,153.02","$2,497.50",$461.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$461.65,$535.52,"$1,691.37",$0.79,NIGIRI,,,,,
ENERO 2026,,SOK,Alimentos,YAKISOBA 1/2 ORD,14,"$2,112.07","$2,450.00",$662.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$662.49,$768.49,"$1,449.58",$0.69,TEPPANYAKI,,,,,
ENERO 2026,,SOK,Bebidas,SAPPORO LIGHT,20,"$2,099.14","$2,435.00","$1,200.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,200.00","$1,392.00",$899.14,$0.43,CERVEZA,,,,,
