MES,FECHA VENTA,LÍNEA DE NEGOCIO,SUBCATEGORÍA 1,SUBCATEGORÍA 2,CANTIDAD,SUBTOTAL,TOTAL,COSTO 1,COSTO 2,COSTO 3,COSTO 4,COSTO 5,COSTO 6,COSTO 7,COSTO 8,COSTO 9,COSTO 10,COSTO 11,COSTO 12,COSTO 13,COSTO 14,COSTO 15,COSTO 16,COSTO 17,COSTO 18,COSTO 19,COSTO 20,COSTO 21,COSTO 22,COSTO 23,COSTO 24,COSTO 25,COSTO 26,COSTO 27,COSTO 28,COSTO 29,COSTO 30,COSTO 31,COSTO 32,COSTO 33,COSTO 34,COSTO 35,COSTO 36,COSTO 37,COSTO 38,COSTO 39,COSTO 40,COSTO 41,COSTO 42,COSTO 43,COSTO 44,COSTO 45,COSTO 46,COSTO 47,COSTO 48,COSTO 49,COSTO 50,COSTO TOTAL SIN IVA,COSTO TOTAL DEL SERVICIO,UTILIDAD BRUTA,MARGEN BRUTO,COL ESPECIAL 1,COL ESPECIAL 2,COL ESPECIAL 3,COL ESPECIAL 4,COL ESPECIAL 5,COL ESPECIAL 6
FEBRERO 2026,,JUR,Alimentos,NG UNAGUI CON FOIE,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
FEBRERO 2026,,JUR,Alimentos,NG UNAGUI CON FOIE Y ACEITE TRUFA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
FEBRERO 2026,,JUR,Alimentos,NG WAGYU CON ACEITE TRUFA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
FEBRERO 2026,,JUR,Alimentos,NG WAGYU CON FOIE,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
FEBRERO 2026,,JUR,Alimentos,O-TORO CON ACEITE TRUFA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP ENTRADA,,,,,
FEBRERO 2026,,JUR,Alimentos,WAGYU CON FOIE Y ACEITE,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP NIGIRIS,,,,,
FEBRERO 2026,,JUR,Alimentos,ALMEJA REYNA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP NIGIRIS,,,,,
FEBRERO 2026,,JUR,Alimentos,HOHO-NIKU,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP NIGIRIS,,,,,
FEBRERO 2026,,JUR,Alimentos,NG AMAEBI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP NIGIRIS,,,,,
FEBRERO 2026,,JUR,Alimentos,NG CHICHARRON DE ATUN,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP NIGIRIS,,,,,
FEBRERO 2026,,JUR,Alimentos,NG HOTATE,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,*TEMAKI,,,,,
FEBRERO 2026,,JUR,Alimentos,NG IKURA-LIMON,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,*SASHIMI,,,,,
FEBRERO 2026,,JUR,Alimentos,TM UNAGI.,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DONBURI,,,,,
FEBRERO 2026,,JUR,Alimentos,UNAGI DON,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,*TEMAKI,,,,,
FEBRERO 2026,,JUR,Alimentos,ENSALADA CALLO ALMEJA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DONBURI,,,,,
FEBRERO 2026,,JUR,Alimentos,TM NEGI ROBALO.,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ENTRADAS,,,,,
FEBRERO 2026,,JUR,Alimentos,TM SALMON UNAGI.,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,TEMAKI,,,,,
FEBRERO 2026,,JUR,Alimentos,SH OTORO.,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,TEMAKI,,,,,
FEBRERO 2026,,JUR,Bebidas,AGUA HETHE 750,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,TEMAKI,,,,,
FEBRERO 2026,,JUR,Bebidas,!!CHELADO!!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,TEMAKI,,,,,
FEBRERO 2026,,JUR,Bebidas,!!CLAMATO!!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ENTRADAS,,,,,
FEBRERO 2026,,JUR,Bebidas,!!MICHELADO!!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ENTRADAS,,,,,
FEBRERO 2026,,JUR,Bebidas,!RUSA!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ENTRADAS,,,,,
FEBRERO 2026,,JUR,Destilados,DON JULIO 70,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,TEMAKI,,,,,
FEBRERO 2026,,JUR,Destilados,HENDRICKS,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,POSTRES,,,,,
FEBRERO 2026,,JUR,Destilados,ROKU,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,POSTRES,,,,,
FEBRERO 2026,,JUR,Destilados,STOLICHNAYA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,POSTRES,,,,,
FEBRERO 2026,,JUR,Destilados,ZACAPA 23,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,POSTRES,,,,,
FEBRERO 2026,,JUR,Vinos,HITO ROSE BT,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,POSTRES,,,,,
FEBRERO 2026,,JUR,Alimentos,NG PATA MULA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,POSTRES,,,,,
FEBRERO 2026,,JUR,Destilados,!AGUA NATURAL!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,NIGIRI,,,,,
FEBRERO 2026,,JUR,Destilados,!COCA COLA LIGHT!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,NIGIRI,,,,,
FEBRERO 2026,,JUR,Destilados,!COCA COLA ZERO!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,NIGIRI,,,,,
FEBRERO 2026,,JUR,Destilados,!COCA COLA!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,SERVICIOS,,,,,
FEBRERO 2026,,JUR,Destilados,!MINERAL!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,SASHIMI,,,,,
FEBRERO 2026,,JUR,Destilados,!QUINA!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,NIGIRI,,,,,
FEBRERO 2026,,JUR,Alimentos,HELADO YUZU SHIZO,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,NIGIRI,,,,,
FEBRERO 2026,,JUR,Bebidas,SPRITE,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,SAKE,,,,,
FEBRERO 2026,,JUR,Alimentos,MONGO IKA NG,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,SASHIMI,,,,,
FEBRERO 2026,,JUR,Vinos,VINO BCO NAMA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,SERVICIOS,,,,,
FEBRERO 2026,,JUR,Vinos,VINO TTO NAMA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,SERVICIOS,,,,,
FEBRERO 2026,,JUR,Alimentos,RAMEN CERDO,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,TEMAKI,,,,,
FEBRERO 2026,,JUR,Vinos,HITO TINTO CEPA 21,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,TEMAKI,,,,,
FEBRERO 2026,,JUR,Alimentos,TM UNAGI-IKURA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,MAKIS,,,,,
FEBRERO 2026,,JUR,Alimentos,RONQUE JQ,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,MAKIS,,,,,
FEBRERO 2026,,JUR,Alimentos,MAKI CAMARON PEPINO,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,MAKIS,,,,,
FEBRERO 2026,,JUR,Alimentos,BAO POLLO,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,MAKIS,,,,,
FEBRERO 2026,,JUR,Alimentos,CAMARONES FRITOS,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,MAKIS,,,,,
FEBRERO 2026,,JUR,Alimentos,SHISO TEMPURIZADO,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,MAKIS,,,,,
FEBRERO 2026,,JUR,Alimentos,TATAKI ATUN,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,MAKIS,,,,,
FEBRERO 2026,,JUR,Alimentos,SET NIGIRIS,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EXTRAS,,,,,
FEBRERO 2026,,JUR,Alimentos,CURRY NAMBAN,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP NIGIRIS,,,,,
FEBRERO 2026,,JUR,Alimentos,ABURA INANIWA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP SASHIMI,,,,,
FEBRERO 2026,,JUR,Vinos,VINO SOKO BT,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,RAMEN/SOPAS,,,,,
FEBRERO 2026,,JUR,Alimentos,KINOKO BATA UDON,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,VINOS CP,,,,,
FEBRERO 2026,,JUR,Café Inf,AFRICAN CHAI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
FEBRERO 2026,,JUR,Alimentos,COCO NIKKEI MAKI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
FEBRERO 2026,,JUR,Alimentos,NG HOTATE ESP,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
FEBRERO 2026,,JUR,Alimentos,CEVICHE NIKKEI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
FEBRERO 2026,,JUR,Alimentos,SANDO SOFT SHELL,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
FEBRERO 2026,,JUR,Café Inf,CAFE PERSONAL,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
FEBRERO 2026,,JUR,Alimentos,TORO MAKI ABURI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
FEBRERO 2026,,JUR,Destilados,NAMI JUNMAI 750,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
FEBRERO 2026,,JUR,Destilados,HAKAISSAN JUNMAI 720,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,VINOS BT,,,,,
FEBRERO 2026,,JUR,Bebidas,FRESCA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,*BEBIDAS,,,,,
FEBRERO 2026,,JUR,Café Inf,!!CORTADO¡¡,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,BEBIDAS,,,,,
FEBRERO 2026,,JUR,Alimentos,TEMPURA MATCHA CHOCOLATE,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,VINOS BT,,,,,
FEBRERO 2026,,JUR,Alimentos,ENS ESPINACA AJONJOLI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,VINOS BT,,,,,
FEBRERO 2026,,JUR,Alimentos,BOLSA KRAFT,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,VINOS CP,,,,,
FEBRERO 2026,,JUR,Alimentos,CAJA 24 CM,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,VINOS CP,,,,,
FEBRERO 2026,,JUR,Alimentos,CAJA 27 CM,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
FEBRERO 2026,,JUR,Alimentos,CAJA CUADRADA MK,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
FEBRERO 2026,,JUR,Alimentos,CAJA NIGIRI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
FEBRERO 2026,,JUR,Alimentos,OHASHI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
FEBRERO 2026,,JUR,Alimentos,SOUFFLERA 2 OZ,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
FEBRERO 2026,,JUR,Alimentos,TAZON 16OZ,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
FEBRERO 2026,,JUR,Alimentos,!!EMPAQUE!!,452,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
FEBRERO 2026,,JUR,Alimentos,TEMPURA ATUN MK,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,CERVEZA,,,,,
FEBRERO 2026,,JUR,Alimentos,CANGREJO RUBI NG,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,CERVEZA,,,,,
FEBRERO 2026,,JUR,Vinos,BERINGER ROSE CP,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,CERVEZA,,,,,
FEBRERO 2026,,JUR,Alimentos,OMAKASE 10 MAYO,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,BEBIDAS,,,,,
FEBRERO 2026,,JUR,Alimentos,EX PASTA DE TRUFA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
FEBRERO 2026,,JUR,Destilados,DASSAI 39 720 ML,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP NIGIRIS,,,,,
FEBRERO 2026,,JUR,Vinos,EMILIO MORO 375 ML,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
FEBRERO 2026,,JUR,Alimentos,MACARELA NG,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
FEBRERO 2026,,JUR,Alimentos,BUTA NEGUI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
FEBRERO 2026,,JUR,Destilados,PATRON SILVER,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
FEBRERO 2026,,JUR,Vinos,DOVINTO VIOGNIER,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
FEBRERO 2026,,JUR,Vinos,TAITTINGER BRUT 375ml,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DESTILADOS,,,,,
FEBRERO 2026,,JUR,Vinos,NAMA SANGIOVESE BT,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,POSTRES,,,,,
FEBRERO 2026,,JUR,Bebidas,!!RUSA 2PX!!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
FEBRERO 2026,,JUR,Bebidas,!! GINGER ALE !!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EMPAQUE,,,,,
FEBRERO 2026,,JUR,Vinos,ANTICAVINGA PROSECCO BT,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EMPAQUE,,,,,
FEBRERO 2026,,JUR,Alimentos,AVOCADO ATUN MK!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EMPAQUE,,,,,
FEBRERO 2026,,JUR,Alimentos,AVOCADO CAMARON!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EMPAQUE,,,,,
FEBRERO 2026,,JUR,Alimentos,AVOCADO SALMON!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EMPAQUE,,,,,
FEBRERO 2026,,JUR,Alimentos,CALIF ATUN MK!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EMPAQUE,,,,,
FEBRERO 2026,,JUR,Alimentos,CALIF CAMARON MK!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EMPAQUE,,,,,
FEBRERO 2026,,JUR,Alimentos,CALIF SALMON MK!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EMPAQUE,,,,,
FEBRERO 2026,,JUR,Alimentos,SPICY ATUN MK!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EMPAQUE,,,,,
FEBRERO 2026,,JUR,Alimentos,SPICY CAMARON MK!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
FEBRERO 2026,,JUR,Alimentos,SPICY SALMON MK!,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,EVENTOS,,,,,
